task,setting,model,ratio,neg_per_pos,n_pos,n_neg,prevalence,auprc,auprc_over_floor,auroc
task1,cold_disease,transe,orig,0.04045643153526971,1928,78,0.9611166500498505,0.9569748965334063,0.9956906859159819,0.41538328545589953
task1,cold_disease,transe,0.5,0.5,156,78,0.6666666666666666,0.6220483748617077,0.9330725622925616,0.3780407626561473
task1,cold_disease,transe,1,1.0,78,78,0.5,0.49889487738291216,0.9977897547658243,0.4235700197238659
task1,cold_disease,transe,2,2.0,39,78,0.3333333333333333,0.3326276488672385,0.9978829466017155,0.37113740959894803
task2,B,cn,orig,0.0347788750536711,2329,81,0.9663900414937759,0.9836646499045179,1.0178753998582601,0.7500013252124316
task2,B,cn,0.5,0.5,162,81,0.6666666666666666,0.8180636056184805,1.2270954084277208,0.7443225118122239
task2,B,cn,1,1.0,81,81,0.5,0.7134074874786949,1.4268149749573897,0.745237006553879
task2,B,cn,2,2.0,40,80,0.3333333333333333,0.5958100722806605,1.7874302168419816,0.7403124999999999
task2,B,complex,orig,0.0347788750536711,2329,81,0.9663900414937759,0.9744286432674176,1.0083181753003334,0.5425896771252432
task2,B,complex,0.5,0.5,162,81,0.6666666666666666,0.7206652214518519,1.0809978321777778,0.5320073159579333
task2,B,complex,1,1.0,81,81,0.5,0.6031277486291571,1.2062554972583142,0.5403139765279682
task2,B,complex,2,2.0,40,80,0.3333333333333333,0.4372455166026257,1.311736549807877,0.5290625
task2,B,conve,orig,0.0347788750536711,2329,81,0.9663900414937759,0.9753437431129581,1.0092651012890637,0.5754072377802162
task2,B,conve,0.5,0.5,162,81,0.6666666666666666,0.7134815328218442,1.0702222992327663,0.5384849870446579
task2,B,conve,1,1.0,81,81,0.5,0.6319545399181976,1.2639090798363952,0.5989940557841793
task2,B,conve,2,2.0,40,80,0.3333333333333333,0.408778845130885,1.2263365353926552,0.5675000000000001
task2,B,distmult,orig,0.0347788750536711,2329,81,0.9663900414937759,0.9760797840629083,1.0100267409152464,0.5674877682892568
task2,B,distmult,0.5,0.5,162,81,0.6666666666666666,0.7146704377909542,1.0720056566864313,0.5258344764517604
task2,B,distmult,1,1.0,81,81,0.5,0.632825225326101,1.265650450652202,0.588477366255144
task2,B,distmult,2,2.0,40,80,0.3333333333333333,0.48361113374553866,1.450833401236616,0.598125
task2,B,l3,orig,0.0347788750536711,2329,81,0.9663900414937759,0.9742366871383538,1.008119543153041,0.5810446914640417
task2,B,l3,0.5,0.5,162,81,0.6666666666666666,0.7085434327811734,1.0628151491717601,0.5429050449626581
task2,B,l3,1,1.0,81,81,0.5,0.6044034790320619,1.2088069580641239,0.5893156531016613
task2,B,l3,2,2.0,40,80,0.3333333333333333,0.44475246191748363,1.334257385752451,0.5939062500000001
task2,B,pairre,orig,0.0347788750536711,2329,81,0.9663900414937759,0.9776641848938217,1.0116662454246932,0.5842013474760004
task2,B,pairre,0.5,0.5,162,81,0.6666666666666666,0.7279813670217251,1.0919720505325878,0.5446578265508307
task2,B,pairre,1,1.0,81,81,0.5,0.6670220130879623,1.3340440261759245,0.6206370980033531
task2,B,pairre,2,2.0,40,80,0.3333333333333333,0.4239384262901172,1.2718152788703516,0.54125
task2,B,popularity,orig,0.04045441950678858,3609,146,0.9611185086551265,0.9630091008960231,1.001967075052526,0.48675780108328875
task2,B,popularity,0.5,0.5,292,146,0.6666666666666666,0.6965346530217519,1.044801979532628,0.5158800900731845
task2,B,popularity,1,1.0,146,146,0.5,0.5070660514358868,1.0141321028717736,0.4637596171889661
task2,B,popularity,2,2.0,73,146,0.3333333333333333,0.3546390484255006,1.063917145276502,0.4730718708951022
task2,B,ra,orig,0.0347788750536711,2329,81,0.9663900414937759,0.9836048176184138,1.0178134866725534,0.7429405933771184
task2,B,ra,0.5,0.5,162,81,0.6666666666666666,0.8157352131068752,1.223602819660313,0.738073464410913
task2,B,ra,1,1.0,81,81,0.5,0.7202085295834864,1.4404170591669727,0.7481329065691206
task2,B,ra,2,2.0,40,80,0.3333333333333333,0.6104629606237663,1.831388881871299,0.736875
task2,B,random,orig,0.04045441950678858,3609,146,0.9611185086551265,0.9615985723464117,1.0004994843892423,0.5111669076927164
task2,B,random,0.5,0.5,292,146,0.6666666666666666,0.6875913016051285,1.0313869524076928,0.5262713454681929
task2,B,random,1,1.0,146,146,0.5,0.5082130714201336,1.0164261428402672,0.5221899042972415
task2,B,random,2,2.0,73,146,0.3333333333333333,0.35034960655061276,1.0510488196518384,0.5286170013135673
task2,B,rgcn,orig,0.0347788750536711,2329,81,0.9663900414937759,0.9801219423074046,1.0142094808762752,0.6404062571230169
task2,B,rgcn,0.5,0.5,162,81,0.6666666666666666,0.7500980429438249,1.1251470644157373,0.5964029873494894
task2,B,rgcn,1,1.0,81,81,0.5,0.6691596131137709,1.3383192262275418,0.6761164456637707
task2,B,rgcn,2,2.0,40,80,0.3333333333333333,0.47065929497206277,1.4119778849161884,0.6121875000000001
task2,B,rotate,orig,0.0347788750536711,2329,81,0.9663900414937759,0.9772145686199085,1.0112009920025675,0.5989377097148673
task2,B,rotate,0.5,0.5,162,81,0.6666666666666666,0.7285124903612392,1.092768735541859,0.5493827160493828
task2,B,rotate,1,1.0,81,81,0.5,0.6509027573993577,1.3018055147987153,0.6325255296448712
task2,B,rotate,2,2.0,40,80,0.3333333333333333,0.4534827224854804,1.3604481674564413,0.5584374999999999
task2,B,transe,orig,0.0347788750536711,2329,81,0.9663900414937759,0.976984923169967,1.0109633597422156,0.6226484105402096
task2,B,transe,0.5,0.5,162,81,0.6666666666666666,0.727557306708045,1.0913359600620676,0.5915256820606614
task2,B,transe,1,1.0,81,81,0.5,0.633265523503371,1.266531047006742,0.6552354823959762
task2,B,transe,2,2.0,40,80,0.3333333333333333,0.42285736141594116,1.2685720842478236,0.5746875
task2,C50,cn,orig,0.0384180790960452,2655,102,0.9630032644178455,0.9800278870266769,1.0176786759067977,0.7224123924522727
task2,C50,cn,0.5,0.5,204,102,0.6666666666666666,0.8168111303617207,1.2252166955425812,0.726643598615917
task2,C50,cn,1,1.0,102,102,0.5,0.6971303609117506,1.3942607218235012,0.7204440599769321
task2,C50,cn,2,2.0,51,102,0.3333333333333333,0.5436050237088298,1.6308150711264895,0.7201076509034987
task2,C50,complex,orig,0.0384180790960452,2655,102,0.9630032644178455,0.9635189986408048,1.0005355477411295,0.46244230272146525
task2,C50,complex,0.5,0.5,204,102,0.6666666666666666,0.7109869697049156,1.0664804545573734,0.5049500192233756
task2,C50,complex,1,1.0,102,102,0.5,0.4949994555003714,0.9899989110007428,0.44492502883506335
task2,C50,complex,2,2.0,51,102,0.3333333333333333,0.35585609461487744,1.0675682838446323,0.48058439061899266
task2,C50,conve,orig,0.0384180790960452,2655,102,0.9630032644178455,0.951589668687602,0.9881479158462217,0.4498799896606477
task2,C50,conve,0.5,0.5,204,102,0.6666666666666666,0.6202538314228593,0.930380747134289,0.4499711649365629
task2,C50,conve,1,1.0,102,102,0.5,0.44236070542685424,0.8847214108537085,0.4398308342945021
task2,C50,conve,2,2.0,51,102,0.3333333333333333,0.3008308468401145,0.9024925405203436,0.46578239138792765
task2,C50,distmult,orig,0.0384180790960452,2655,102,0.9630032644178455,0.959044955726174,0.9958896206919253,0.4552269118570216
task2,C50,distmult,0.5,0.5,204,102,0.6666666666666666,0.6538822767867288,0.9808234151800933,0.4522299115724721
task2,C50,distmult,1,1.0,102,102,0.5,0.4867313102247265,0.973462620449453,0.45809304113802385
task2,C50,distmult,2,2.0,51,102,0.3333333333333333,0.27930848065334357,0.8379254419600307,0.4117647058823529
task2,C50,l3,orig,0.0384180790960452,2655,102,0.9630032644178455,0.969092342110164,1.006323008360724,0.5173368782541266
task2,C50,l3,0.5,0.5,204,102,0.6666666666666666,0.7283628709766505,1.0925443064649758,0.5450788158400615
task2,C50,l3,1,1.0,102,102,0.5,0.575506619911225,1.15101323982245,0.5307574009996155
task2,C50,l3,2,2.0,51,102,0.3333333333333333,0.37596565580169783,1.1278969674050936,0.5024990388312187
task2,C50,pairre,orig,0.0384180790960452,2655,102,0.9630032644178455,0.9679241317052933,1.0051099175561182,0.5344448137070271
task2,C50,pairre,0.5,0.5,204,102,0.6666666666666666,0.7350543519433471,1.1025815279150208,0.5702614379084967
task2,C50,pairre,1,1.0,102,102,0.5,0.5550757862558044,1.110151572511609,0.5474817377931565
task2,C50,pairre,2,2.0,51,102,0.3333333333333333,0.3559781232777912,1.0679343698333736,0.5130718954248366
task2,C50,popularity,orig,0.04102275920202304,3559,146,0.9605937921727395,0.9623905769365251,1.0018704938324883,0.4884953061310896
task2,C50,popularity,0.5,0.5,292,146,0.6666666666666666,0.6715248786950255,1.0072873180425383,0.48247795083505346
task2,C50,popularity,1,1.0,146,146,0.5,0.5062678524154132,1.0125357048308263,0.4506708575717771
task2,C50,popularity,2,2.0,73,146,0.3333333333333333,0.35897527112709915,1.0769258133812976,0.48522236817414144
task2,C50,ra,orig,0.0384180790960452,2655,102,0.9630032644178455,0.9799728244567285,1.017621497938682,0.7175547431778737
task2,C50,ra,0.5,0.5,204,102,0.6666666666666666,0.8169623911658274,1.2254435867487412,0.7234236831987697
task2,C50,ra,1,1.0,102,102,0.5,0.705815528824717,1.411631057649434,0.719002306805075
task2,C50,ra,2,2.0,51,102,0.3333333333333333,0.5128456462270252,1.5385369386810757,0.704632833525567
task2,C50,random,orig,0.04102275920202304,3559,146,0.9605937921727395,0.9627121993255474,1.0022053100593293,0.5126921137613689
task2,C50,random,0.5,0.5,292,146,0.6666666666666666,0.685544572604192,1.028316858906288,0.5212985550759992
task2,C50,random,1,1.0,146,146,0.5,0.5167029098774407,1.0334058197548814,0.5215800337774441
task2,C50,random,2,2.0,73,146,0.3333333333333333,0.4006357312714155,1.2019071938142465,0.5571401763933195
task2,C50,rgcn,orig,0.0384180790960452,2655,102,0.9630032644178455,0.9752610967375028,1.01272875469126,0.611520992577822
task2,C50,rgcn,0.5,0.5,204,102,0.6666666666666666,0.7770759627506391,1.1656139441259588,0.6292291426374471
task2,C50,rgcn,1,1.0,102,102,0.5,0.667390227360001,1.334780454720002,0.6287966166858902
task2,C50,rgcn,2,2.0,51,102,0.3333333333333333,0.4911962203810076,1.473588661143023,0.6072664359861593
task2,C50,rotate,orig,0.0384180790960452,2655,102,0.9630032644178455,0.9688377815106929,1.0060586680320076,0.563948894058565
task2,C50,rotate,0.5,0.5,204,102,0.6666666666666666,0.7163495556977368,1.0745243335466053,0.5678104575163399
task2,C50,rotate,1,1.0,102,102,0.5,0.5539933211538979,1.1079866423077958,0.572568242983468
task2,C50,rotate,2,2.0,51,102,0.3333333333333333,0.3292001208640086,0.9876003625920259,0.5061514801999231
task2,C50,transe,orig,0.0384180790960452,2655,102,0.9630032644178455,0.9598714514375717,0.996747868780936,0.4985894169343821
task2,C50,transe,0.5,0.5,204,102,0.6666666666666666,0.6891186738889207,1.0336780108333812,0.5381584006151481
task2,C50,transe,1,1.0,102,102,0.5,0.47261719679109926,0.9452343935821985,0.48567858515955403
task2,C50,transe,2,2.0,51,102,0.3333333333333333,0.3115802185480102,0.9347406556440306,0.4838523644752018
task2,C100,cn,orig,0.03831982313927782,2714,104,0.9630943931866572,0.9793948179394631,1.0169250541464285,0.7127501275437901
task2,C100,cn,0.5,0.5,208,104,0.6666666666666666,0.7887285861876052,1.183092879281408,0.6929317677514792
task2,C100,cn,1,1.0,104,104,0.5,0.7061824785745564,1.4123649571491128,0.7333117603550297
task2,C100,cn,2,2.0,52,104,0.3333333333333333,0.4706705331705332,1.4120115995115996,0.66771449704142
task2,C100,complex,orig,0.03831982313927782,2714,104,0.9630943931866572,0.9604923417481007,0.9972982384105187,0.4592781021484043
task2,C100,complex,0.5,0.5,208,104,0.6666666666666666,0.6565592447167256,0.9848388670750884,0.45289386094674555
task2,C100,complex,1,1.0,104,104,0.5,0.5095512242438957,1.0191024484877913,0.47254068047337283
task2,C100,complex,2,2.0,52,104,0.3333333333333333,0.28379877896278094,0.8513963368883428,0.3827662721893491
task2,C100,conve,orig,0.03831982313927782,2714,104,0.9630943931866572,0.9633227784310192,1.0002371369265335,0.4886627742191486
task2,C100,conve,0.5,0.5,208,104,0.6666666666666666,0.6784165732527184,1.0176248598790778,0.4971801035502959
task2,C100,conve,1,1.0,104,104,0.5,0.4431842187422096,0.8863684374844192,0.4184541420118344
task2,C100,conve,2,2.0,52,104,0.3333333333333333,0.34332333901054235,1.029970017031627,0.5059171597633136
task2,C100,distmult,orig,0.03831982313927782,2714,104,0.9630943931866572,0.9673692249807215,1.004438642592363,0.5347202539538575
task2,C100,distmult,0.5,0.5,208,104,0.6666666666666666,0.6893315905570526,1.033997385835579,0.5249167899408285
task2,C100,distmult,1,1.0,104,104,0.5,0.5306023612317581,1.0612047224635162,0.5220968934911242
task2,C100,distmult,2,2.0,52,104,0.3333333333333333,0.3554841862901374,1.0664525588704123,0.4968565088757397
task2,C100,l3,orig,0.03831982313927782,2714,104,0.9630943931866572,0.9685536278941403,1.0056684316159497,0.5112362536137407
task2,C100,l3,0.5,0.5,208,104,0.6666666666666666,0.7061418273208905,1.0592127409813359,0.5073502218934911
task2,C100,l3,1,1.0,104,104,0.5,0.5622600772794974,1.124520154558995,0.5012019230769231
task2,C100,l3,2,2.0,52,104,0.3333333333333333,0.38224353708067677,1.1467306112420304,0.44887204142011833
task2,C100,pairre,orig,0.03831982313927782,2714,104,0.9630943931866572,0.9679827740902196,1.0050757027952244,0.5341392211325888
task2,C100,pairre,0.5,0.5,208,104,0.6666666666666666,0.7088885903624637,1.0633328855436956,0.5404493343195266
task2,C100,pairre,1,1.0,104,104,0.5,0.5472044898416473,1.0944089796832945,0.5311575443786982
task2,C100,pairre,2,2.0,52,104,0.3333333333333333,0.3228994836926974,0.9686984510780922,0.47429733727810647
task2,C100,popularity,orig,0.04160729552579082,3509,146,0.9600547195622435,0.9617436293924706,1.0017591808006499,0.4866458851407535
task2,C100,popularity,0.5,0.5,292,146,0.6666666666666666,0.6928333871912846,1.039250080786927,0.5006215987990241
task2,C100,popularity,1,1.0,146,146,0.5,0.5147690355842554,1.0295380711685107,0.4722274347907675
task2,C100,popularity,2,2.0,73,146,0.3333333333333333,0.3355129113151484,1.0065387339454452,0.4484424845186714
task2,C100,ra,orig,0.03831982313927782,2714,104,0.9630943931866572,0.979344253015544,1.0168725515835677,0.7081833512839408
task2,C100,ra,0.5,0.5,208,104,0.6666666666666666,0.7868999736885461,1.1803499605328194,0.6889792899408285
task2,C100,ra,1,1.0,104,104,0.5,0.7159905763092952,1.4319811526185904,0.7332655325443787
task2,C100,ra,2,2.0,52,104,0.3333333333333333,0.46497663205746376,1.3949298961723913,0.6678994082840236
task2,C100,random,orig,0.04160729552579082,3509,146,0.9600547195622435,0.963432517289265,1.003518338755276,0.5343422198105069
task2,C100,random,0.5,0.5,292,146,0.6666666666666666,0.6894447106317936,1.0341670659476905,0.5424094576843685
task2,C100,random,1,1.0,146,146,0.5,0.5331811542663224,1.0663623085326448,0.5566241321073373
task2,C100,random,2,2.0,73,146,0.3333333333333333,0.3424120503113948,1.0272361509341845,0.4827359729780446
task2,C100,rgcn,orig,0.03831982313927782,2714,104,0.9630943931866572,0.9639748777904009,1.000914224618036,0.56006958222323
task2,C100,rgcn,0.5,0.5,208,104,0.6666666666666666,0.6794893100775948,1.0192339651163924,0.5627311390532543
task2,C100,rgcn,1,1.0,104,104,0.5,0.5734926444613571,1.1469852889227141,0.621301775147929
task2,C100,rgcn,2,2.0,52,104,0.3333333333333333,0.3473568476636525,1.0420705429909576,0.547707100591716
task2,C100,rotate,orig,0.03831982313927782,2714,104,0.9630943931866572,0.9702574196468083,1.007437512367246,0.5783738875347203
task2,C100,rotate,0.5,0.5,208,104,0.6666666666666666,0.7132358215602749,1.0698537323404125,0.5624537721893491
task2,C100,rotate,1,1.0,104,104,0.5,0.5914475028845186,1.1828950057690373,0.6165865384615384
task2,C100,rotate,2,2.0,52,104,0.3333333333333333,0.3454583630525407,1.0363750891576222,0.5173816568047337
task2,C100,transe,orig,0.03831982313927782,2714,104,0.9630943931866572,0.9613541325944737,0.9981930529297077,0.47681183039510233
task2,C100,transe,0.5,0.5,208,104,0.6666666666666666,0.6638342263052901,0.9957513394579351,0.4766087278106509
task2,C100,transe,1,1.0,104,104,0.5,0.4866865144760376,0.9733730289520752,0.4558062130177515
task2,C100,transe,2,2.0,52,104,0.3333333333333333,0.2721337942126778,0.8164013826380334,0.3644600591715977
task2,C500,cn,orig,0.05059631369714492,2767,140,0.9518403852769178,0.9713919972980417,1.0205408515162295,0.6961097630233879
task2,C500,cn,0.5,0.5,280,140,0.6666666666666666,0.8025470999299645,1.2038206498949469,0.7133163265306123
task2,C500,cn,1,1.0,140,140,0.5,0.669934801075354,1.339869602150708,0.6909948979591838
task2,C500,cn,2,2.0,70,140,0.3333333333333333,0.4924429425449834,1.4773288276349503,0.646326530612245
task2,C500,complex,orig,0.05059631369714492,2767,140,0.9518403852769178,0.9493170800327262,0.9973490248121196,0.44210336104083847
task2,C500,complex,0.5,0.5,280,140,0.6666666666666666,0.6579411875644245,0.9869117813466368,0.4497959183673469
task2,C500,complex,1,1.0,140,140,0.5,0.47609551321212945,0.9521910264242589,0.42755102040816334
task2,C500,complex,2,2.0,70,140,0.3333333333333333,0.34641134682719155,1.0392340404815748,0.4454081632653061
task2,C500,conve,orig,0.05059631369714492,2767,140,0.9518403852769178,0.9620674887181679,1.0107445571751767,0.5598998399504362
task2,C500,conve,0.5,0.5,280,140,0.6666666666666666,0.7262040125939312,1.089306018890897,0.5660969387755102
task2,C500,conve,1,1.0,140,140,0.5,0.5607234547830924,1.1214469095661848,0.5529591836734694
task2,C500,conve,2,2.0,70,140,0.3333333333333333,0.41937336746828024,1.2581201024048407,0.5493877551020409
task2,C500,distmult,orig,0.05059631369714492,2767,140,0.9518403852769178,0.9667610559910131,1.0156756016501174,0.5867133047653468
task2,C500,distmult,0.5,0.5,280,140,0.6666666666666666,0.7679747056796191,1.1519620585194288,0.5974234693877551
task2,C500,distmult,1,1.0,140,140,0.5,0.6423721841622212,1.2847443683244424,0.6148979591836735
task2,C500,distmult,2,2.0,70,140,0.3333333333333333,0.4893150572549851,1.4679451717649554,0.6155102040816326
task2,C500,l3,orig,0.05059631369714492,2767,140,0.9518403852769178,0.9595055693177543,1.008053014097113,0.5095861944344056
task2,C500,l3,0.5,0.5,280,140,0.6666666666666666,0.7258792428853909,1.0888188643280863,0.5131249999999999
task2,C500,l3,1,1.0,140,140,0.5,0.6042794224721999,1.2085588449443998,0.5325255102040816
task2,C500,l3,2,2.0,70,140,0.3333333333333333,0.3847328061367199,1.1541984184101597,0.4914795918367347
task2,C500,pairre,orig,0.05059631369714492,2767,140,0.9518403852769178,0.9616664502833052,1.0103232276738592,0.5447415973979038
task2,C500,pairre,0.5,0.5,280,140,0.6666666666666666,0.7346726278965183,1.1020089418447776,0.5640306122448979
task2,C500,pairre,1,1.0,140,140,0.5,0.5533234854634438,1.1066469709268876,0.5421938775510204
task2,C500,pairre,2,2.0,70,140,0.3333333333333333,0.4613255898967695,1.3839767696903085,0.5625510204081633
task2,C500,popularity,orig,0.04696043743969122,3109,146,0.9551459293394777,0.9573893861657883,1.0023488105402512,0.48914552095771446
task2,C500,popularity,0.5,0.5,292,146,0.6666666666666666,0.6613556107953253,0.992033416192988,0.4703274535560143
task2,C500,popularity,1,1.0,146,146,0.5,0.5257836681698348,1.0515673363396696,0.47363482829799214
task2,C500,popularity,2,2.0,73,146,0.3333333333333333,0.3919914554103894,1.1759743662311681,0.5250046913116908
task2,C500,ra,orig,0.05059631369714492,2767,140,0.9518403852769178,0.97135396303594,1.0205008928606714,0.693246940988177
task2,C500,ra,0.5,0.5,280,140,0.6666666666666666,0.801219408177529,1.2018291122662936,0.7090306122448979
task2,C500,ra,1,1.0,140,140,0.5,0.6745129241976149,1.3490258483952298,0.6901530612244898
task2,C500,ra,2,2.0,70,140,0.3333333333333333,0.48099183788364275,1.4429755136509284,0.6423979591836735
task2,C500,random,orig,0.04696043743969122,3109,146,0.9551459293394777,0.9615519248191576,1.0067068238296424,0.5239737042699718
task2,C500,random,0.5,0.5,292,146,0.6666666666666666,0.7073563327610641,1.0610344991415963,0.5364514918371177
task2,C500,random,1,1.0,146,146,0.5,0.5686039640981302,1.1372079281962604,0.5454118971664478
task2,C500,random,2,2.0,73,146,0.3333333333333333,0.43155905223788443,1.2946771567136535,0.5648339275661475
task2,C500,rgcn,orig,0.05059631369714492,2767,140,0.9518403852769178,0.962027927266782,1.0107029940601862,0.594782900511126
task2,C500,rgcn,0.5,0.5,280,140,0.6666666666666666,0.7286780642354731,1.0930170963532098,0.6084948979591837
task2,C500,rgcn,1,1.0,140,140,0.5,0.5511707963245402,1.1023415926490805,0.5619387755102041
task2,C500,rgcn,2,2.0,70,140,0.3333333333333333,0.41123194970519816,1.2336958491155945,0.6191836734693877
task2,C500,rotate,orig,0.05059631369714492,2767,140,0.9518403852769178,0.958031946768324,1.0065048316789005,0.5361350611802365
task2,C500,rotate,0.5,0.5,280,140,0.6666666666666666,0.69760788433315,1.046411826499725,0.5468367346938775
task2,C500,rotate,1,1.0,140,140,0.5,0.5720671490311602,1.1441342980623204,0.5520408163265306
task2,C500,rotate,2,2.0,70,140,0.3333333333333333,0.38031404096602983,1.1409421228980896,0.5282653061224489
task2,C500,transe,orig,0.05059631369714492,2767,140,0.9518403852769178,0.9598532073408246,1.0084182413226517,0.5527285869172388
task2,C500,transe,0.5,0.5,280,140,0.6666666666666666,0.7061651022523576,1.0592476533785364,0.5563775510204082
task2,C500,transe,1,1.0,140,140,0.5,0.5690725152501461,1.1381450305002923,0.5545408163265306
task2,C500,transe,2,2.0,70,140,0.3333333333333333,0.42199443955142174,1.2659833186542653,0.5879591836734693
task4,A,cn,orig,10.0,629,6290,0.09090909090909091,0.10801192643534369,1.1881311907887806,0.5686590874049959
task4,A,cn,0.5,0.5,629,314,0.6670201484623541,0.7122521810769952,1.067812093411139,0.5800937693032111
task4,A,cn,1,1.0,629,629,0.5,0.5539515204164698,1.1079030408329396,0.5737663690062456
task4,A,cn,2,2.0,629,1258,0.3333333333333333,0.3858822058059097,1.1576466174177291,0.5658380956473166
task4,A,cn,5,5.0,629,3145,0.16666666666666666,0.19589443720451247,1.175366623227075,0.5710909637777682
task4,A,cn,10,10.0,629,6290,0.09090909090909091,0.10801192643534369,1.1881311907887806,0.5686590874049959
task4,A,complex,orig,10.0,629,6290,0.09090909090909091,0.5167646379893734,5.684411017883107,0.856702920071479
task4,A,complex,0.5,0.5,629,314,0.6670201484623541,0.9288246648214278,1.392498662840392,0.8569815600538717
task4,A,complex,1,1.0,629,629,0.5,0.8836688205388935,1.767337641077787,0.8639776969525402
task4,A,complex,2,2.0,629,1258,0.3333333333333333,0.7944247897550792,2.383274369265238,0.859484987652948
task4,A,complex,5,5.0,629,3145,0.16666666666666666,0.6366464943219702,3.8198789659318213,0.8575193167543304
task4,A,complex,10,10.0,629,6290,0.09090909090909091,0.5167646379893734,5.684411017883107,0.856702920071479
task4,A,distmult,orig,10.0,629,6290,0.09090909090909091,0.6128219014402975,6.741040915843272,0.9553807618522852
task4,A,distmult,0.5,0.5,629,314,0.6670201484623541,0.9680006454651724,1.4512314923269596,0.957282310410823
task4,A,distmult,1,1.0,629,629,0.5,0.9369456229850068,1.8738912459700137,0.9530053760858961
task4,A,distmult,2,2.0,629,1258,0.3333333333333333,0.8888499355543026,2.666549806662908,0.9569344430936126
task4,A,distmult,5,5.0,629,3145,0.16666666666666666,0.7445764600804116,4.46745876048247,0.9546113774861554
task4,A,distmult,10,10.0,629,6290,0.09090909090909091,0.6128219014402975,6.741040915843272,0.9553807618522852
task4,A,l3,orig,10.0,629,6290,0.09090909090909091,0.04738161779636491,0.521197795760014,0.02173156978169603
task4,A,l3,0.5,0.5,629,314,0.6670201484623541,0.4549687089328596,0.6820914030583254,0.02126011361680151
task4,A,l3,1,1.0,629,629,0.5,0.31066265949715305,0.6213253189943061,0.026986586324470926
task4,A,l3,2,2.0,629,1258,0.3333333333333333,0.19106443128194536,0.5731932938458362,0.02239151149653347
task4,A,l3,5,5.0,629,3145,0.16666666666666666,0.08928374634195069,0.5357024780517041,0.02133651466860109
task4,A,l3,10,10.0,629,6290,0.09090909090909091,0.04738161779636491,0.521197795760014,0.02173156978169603
task4,A,pairre,orig,10.0,629,6290,0.09090909090909091,0.665626370743687,7.321890078180557,0.9397797498237038
task4,A,pairre,0.5,0.5,629,314,0.6670201484623541,0.9677026617807698,1.4507847536713292,0.9428321164926634
task4,A,pairre,1,1.0,629,629,0.5,0.9325305236998536,1.8650610473997071,0.9373952648992394
task4,A,pairre,2,2.0,629,1258,0.3333333333333333,0.8987660312745785,2.696298093823736,0.9425211239482257
task4,A,pairre,5,5.0,629,3145,0.16666666666666666,0.778950069304391,4.673700415826347,0.9389198793856046
task4,A,pairre,10,10.0,629,6290,0.09090909090909091,0.665626370743687,7.321890078180557,0.9397797498237038
task4,A,popularity,orig,10.0,629,6290,0.09090909090909091,0.05012559244371275,0.5513815168808403,0.10661534067500587
task4,A,popularity,0.5,0.5,629,314,0.6670201484623541,0.48178943206923436,0.7223011676332083,0.10408291393679178
task4,A,popularity,1,1.0,629,629,0.5,0.3290588304477594,0.6581176608955188,0.11145078492876118
task4,A,popularity,2,2.0,629,1258,0.3333333333333333,0.2025628246361654,0.6076884739084962,0.1070730788770628
task4,A,popularity,5,5.0,629,3145,0.16666666666666666,0.09467874809739166,0.56807248858435,0.10852388908126306
task4,A,popularity,10,10.0,629,6290,0.09090909090909091,0.05012559244371275,0.5513815168808403,0.10661534067500587
task4,A,ra,orig,10.0,629,6290,0.09090909090909091,0.25120537444924707,2.7632591189417175,0.696589711379761
task4,A,ra,0.5,0.5,629,314,0.6670201484623541,0.8415813989937995,1.261703114866698,0.7092392129859345
task4,A,ra,1,1.0,629,629,0.5,0.729345689195106,1.458691378390212,0.6974024431239432
task4,A,ra,2,2.0,629,1258,0.3333333333333333,0.6133849419723645,1.8401548259170935,0.7005264873964023
task4,A,ra,5,5.0,629,3145,0.16666666666666666,0.38697290209875457,2.3218374125925276,0.6968926375173452
task4,A,ra,10,10.0,629,6290,0.09090909090909091,0.25120537444924707,2.7632591189417175,0.696589711379761
task4,A,random,orig,10.0,629,6290,0.09090909090909091,0.08522388951487701,0.9374627846636471,0.4801921438880197
task4,A,random,0.5,0.5,629,314,0.6670201484623541,0.6576924365273711,0.986015846812895,0.4843549056737517
task4,A,random,1,1.0,629,629,0.5,0.4746957182867759,0.9493914365735519,0.47116957039336166
task4,A,random,2,2.0,629,1258,0.3333333333333333,0.3133429252246506,0.9400287756739519,0.47612734777234916
task4,A,random,5,5.0,629,3145,0.16666666666666666,0.15455623801932167,0.92733742811593,0.4735181641943074
task4,A,random,10,10.0,629,6290,0.09090909090909091,0.08522388951487701,0.9374627846636471,0.4801921438880197
task4,A,rotate,orig,10.0,629,6290,0.09090909090909091,0.540055332280168,5.9406086550818475,0.8656549750910548
task4,A,rotate,0.5,0.5,629,314,0.6670201484623541,0.9333962266870641,1.3993523716469023,0.872970947718044
task4,A,rotate,1,1.0,629,629,0.5,0.8724295249385084,1.744859049877017,0.8614804835697008
task4,A,rotate,2,2.0,629,1258,0.3333333333333333,0.8086975298790462,2.426092589637139,0.8692716376715255
task4,A,rotate,5,5.0,629,3145,0.16666666666666666,0.6696788544722526,4.018073126833516,0.8682452020897734
task4,A,rotate,10,10.0,629,6290,0.09090909090909091,0.540055332280168,5.9406086550818475,0.8656549750910548
task4,A,transe,orig,10.0,629,6290,0.09090909090909091,0.5500773058323911,6.050850364156302,0.910889922935186
